id_enquete,id_etudiant,id_professeur,id_module,annee_universitaire,score_clarte,poids_clarte,score_disponibilite,poids_disponibilite,score_pedagogie,poids_pedagogie,score_equite,poids_equite,score_admin,score_vie_etudiante,score_charge,score_finances,score_global,nps,sum_poids,score_prof_pondere
9070,1803,419,344,2023-2024,1,0.3,5,0.2,3,0.3,1,0.2,4,3,1,1,2.4,4,1,2.4
9071,1549,451,324,2020-2021,4,0.3,5,0.2,2,0.3,1,0.2,1,2,5,3,3.0,10,1,3.0
9072,1796,437,342,2021-2022,3,0.3,3,0.2,5,0.3,3,0.2,1,1,5,1,3.6,10,1,3.6
9073,1347,401,307,2023-2024,5,0.3,1,0.2,2,0.3,2,0.2,3,1,5,5,2.7,8,1,2.7
9074,1230,463,350,2022-2023,5,0.3,1,0.2,4,0.3,1,0.2,1,4,3,1,3.1,9,1,3.1
9075,1726,403,318,2023-2024,2,0.3,4,0.2,4,0.3,4,0.2,1,4,2,2,3.4,10,1,3.399999999999999
9076,1884,445,328,2024-2025,5,0.3,3,0.2,2,0.3,5,0.2,5,4,2,1,3.7,2,1,3.7
9077,1165,404,354,2021-2022,1,0.3,3,0.2,5,0.3,4,0.2,4,3,2,3,3.2,7,1,3.2
9078,1597,419,347,2023-2024,4,0.3,3,0.2,1,0.3,3,0.2,1,5,4,3,2.7,5,1,2.7
9079,2189,448,323,2020-2021,2,0.3,1,0.2,3,0.3,3,0.2,5,1,1,2,2.3,10,1,2.3
9080,1717,440,331,2021-2022,5,0.3,1,0.2,4,0.3,5,0.2,3,4,3,2,3.9,7,1,3.9
9081,1846,412,303,2024-2025,2,0.3,5,0.2,3,0.3,2,0.2,1,5,5,2,2.9,4,1,2.9
9082,1541,456,343,2022-2023,3,0.3,1,0.2,5,0.3,1,0.2,4,1,2,2,2.8,6,1,2.8
9083,2008,408,351,2023-2024,1,0.3,4,0.2,3,0.3,1,0.2,1,2,2,3,2.2,2,1,2.2
9084,1386,433,348,2020-2021,3,0.3,3,0.2,2,0.3,1,0.2,4,4,2,2,2.3,8,1,2.3
9085,1142,463,324,2022-2023,1,0.3,5,0.2,3,0.3,3,0.2,1,1,4,2,2.8,7,1,2.8
9086,1550,471,311,2024-2025,5,0.3,1,0.2,3,0.3,5,0.2,1,4,2,5,3.6,3,1,3.6
9087,1212,404,349,2024-2025,2,0.3,5,0.2,4,0.3,5,0.2,2,5,4,3,3.8,6,1,3.8
9088,1584,450,318,2023-2024,1,0.3,2,0.2,1,0.3,4,0.2,4,4,3,4,1.8,8,1,1.8
9089,1098,472,317,2022-2023,3,0.3,4,0.2,2,0.3,3,0.2,1,1,3,2,2.9,9,1,2.9
9090,1960,402,357,2024-2025,5,0.3,5,0.2,2,0.3,3,0.2,5,2,5,4,3.7,1,1,3.7
9091,1686,414,317,2021-2022,1,0.3,2,0.2,5,0.3,3,0.2,5,2,3,3,2.8,2,1,2.8
9092,1839,444,354,2024-2025,1,0.3,2,0.2,2,0.3,5,0.2,1,5,1,5,2.3,8,1,2.3
9093,1421,478,350,2020-2021,1,0.3,3,0.2,2,0.3,5,0.2,3,2,1,4,2.5,7,1,2.5
9094,1109,430,336,2024-2025,2,0.3,1,0.2,5,0.3,2,0.2,3,1,1,4,2.7,10,1,2.7
9095,1292,409,338,2020-2021,4,0.3,4,0.2,4,0.3,5,0.2,1,3,1,4,4.2,1,1,4.2
9096,1725,463,319,2022-2023,5,0.3,4,0.2,1,0.3,5,0.2,3,3,1,4,3.6,9,1,3.6
9097,1932,456,331,2021-2022,1,0.3,3,0.2,2,0.3,5,0.2,5,3,2,1,2.5,10,1,2.5
9098,1870,478,321,2024-2025,3,0.3,3,0.2,4,0.3,4,0.2,4,5,2,5,3.5,6,1,3.5
9099,1975,428,311,2022-2023,2,0.3,4,0.2,2,0.3,2,0.2,2,4,1,2,2.4,10,1,2.4
9100,1669,453,326,2022-2023,5,0.3,1,0.2,5,0.3,1,0.2,1,3,1,2,3.4,4,1,3.4
9101,2062,430,310,2024-2025,2,0.3,1,0.2,4,0.3,4,0.2,5,4,4,5,2.8,1,1,2.8
9102,2195,414,331,2020-2021,4,0.3,1,0.2,3,0.3,1,0.2,2,3,2,2,2.5,6,1,2.5
9103,1948,432,335,2020-2021,2,0.3,4,0.2,3,0.3,2,0.2,1,2,1,5,2.7,4,1,2.7
9104,1706,462,346,2020-2021,2,0.3,3,0.2,1,0.3,2,0.2,4,5,2,4,1.9,1,1,1.9
9105,1782,422,302,2023-2024,1,0.3,1,0.2,3,0.3,4,0.2,2,3,4,5,2.2,7,1,2.2
9106,1575,442,360,2022-2023,2,0.3,3,0.2,3,0.3,1,0.2,4,3,4,2,2.3,1,1,2.3
9107,1670,476,312,2023-2024,1,0.3,4,0.2,5,0.3,5,0.2,4,2,4,1,3.6,0,1,3.6
9108,1458,471,313,2020-2021,5,0.3,5,0.2,5,0.3,3,0.2,1,3,5,3,4.6,7,1,4.6
9109,1888,402,334,2024-2025,5,0.3,1,0.2,4,0.3,3,0.2,1,3,1,5,3.5,10,1,3.5
9110,1583,452,352,2021-2022,5,0.3,1,0.2,2,0.3,3,0.2,5,5,2,4,2.9,1,1,2.9
9111,1070,470,330,2021-2022,4,0.3,2,0.2,3,0.3,4,0.2,4,2,1,3,3.3,9,1,3.3
9112,1390,458,359,2021-2022,2,0.3,1,0.2,5,0.3,1,0.2,2,5,2,5,2.5,0,1,2.5
9113,1007,468,351,2021-2022,3,0.3,3,0.2,1,0.3,2,0.2,3,5,1,1,2.2,6,1,2.2
9114,2190,424,347,2023-2024,3,0.3,4,0.2,4,0.3,3,0.2,2,5,4,5,3.5,1,1,3.5
9115,1331,463,352,2024-2025,2,0.3,2,0.2,4,0.3,2,0.2,1,5,1,3,2.6,5,1,2.6
9116,2032,469,316,2020-2021,2,0.3,5,0.2,2,0.3,3,0.2,2,1,2,4,2.8,7,1,2.8
9117,1501,465,320,2020-2021,1,0.3,4,0.2,1,0.3,2,0.2,4,5,4,4,1.8,0,1,1.8
9118,1030,461,311,2023-2024,2,0.3,5,0.2,4,0.3,3,0.2,3,5,5,1,3.4,0,1,3.4
9119,1181,454,331,2024-2025,3,0.3,1,0.2,2,0.3,5,0.2,1,2,5,5,2.7,10,1,2.7
9120,2107,443,358,2024-2025,2,0.3,4,0.2,5,0.3,2,0.2,2,1,5,2,3.3,2,1,3.3
9121,1872,474,323,2021-2022,4,0.3,5,0.2,1,0.3,3,0.2,5,3,2,4,3.1,9,1,3.1
9122,1088,457,311,2022-2023,5,0.3,2,0.2,2,0.3,2,0.2,5,4,1,1,2.9,5,1,2.9
9123,1797,464,336,2020-2021,4,0.3,2,0.2,2,0.3,1,0.2,1,5,3,4,2.4,7,1,2.4
9124,1309,472,357,2020-2021,1,0.3,1,0.2,3,0.3,1,0.2,3,3,4,1,1.6,2,1,1.6
9125,1263,437,336,2023-2024,1,0.3,5,0.2,2,0.3,4,0.2,3,5,3,4,2.7,2,1,2.7
9126,1872,409,331,2021-2022,2,0.3,4,0.2,5,0.3,5,0.2,2,4,4,4,3.9,0,1,3.9
9127,1136,431,327,2024-2025,4,0.3,2,0.2,5,0.3,3,0.2,5,5,1,4,3.7,5,1,3.7
9128,2124,433,342,2021-2022,4,0.3,3,0.2,1,0.3,4,0.2,4,4,2,2,2.9,7,1,2.9
9129,1558,446,315,2022-2023,3,0.3,4,0.2,1,0.3,5,0.2,4,4,4,4,3.0,8,1,3.0
9130,1567,444,333,2021-2022,3,0.3,5,0.2,2,0.3,5,0.2,4,1,5,5,3.5,3,1,3.5
9131,2159,422,313,2024-2025,4,0.3,3,0.2,3,0.3,5,0.2,4,1,3,2,3.7,4,1,3.7
9132,1720,450,332,2020-2021,3,0.3,3,0.2,1,0.3,2,0.2,2,1,4,5,2.2,2,1,2.2
9133,2120,410,359,2023-2024,5,0.3,3,0.2,5,0.3,5,0.2,1,1,2,4,4.6,6,1,4.6
9134,1006,429,354,2024-2025,2,0.3,2,0.2,5,0.3,3,0.2,1,3,2,4,3.1,4,1,3.1
9135,2125,402,333,2023-2024,1,0.3,2,0.2,4,0.3,5,0.2,3,3,1,1,2.9,8,1,2.9
9136,1948,401,356,2023-2024,4,0.3,1,0.2,5,0.3,5,0.2,5,2,5,2,3.9,10,1,3.9
9137,1623,405,311,2023-2024,1,0.3,2,0.2,2,0.3,5,0.2,3,5,3,2,2.3,5,1,2.3
9138,1919,447,324,2022-2023,1,0.3,1,0.2,4,0.3,3,0.2,4,3,5,4,2.3,3,1,2.3
9139,2015,401,351,2022-2023,2,0.3,5,0.2,1,0.3,1,0.2,4,1,3,3,2.1,7,1,2.1
9140,1105,474,326,2020-2021,2,0.3,5,0.2,3,0.3,1,0.2,1,4,4,1,2.7,6,1,2.7
9141,1903,449,326,2020-2021,1,0.3,3,0.2,2,0.3,1,0.2,2,3,3,3,1.7,6,1,1.7
9142,2046,411,319,2021-2022,5,0.3,4,0.2,5,0.3,1,0.2,2,4,5,4,4.0,5,1,4.0
9143,1806,403,325,2024-2025,4,0.3,3,0.2,3,0.3,3,0.2,2,3,2,4,3.3,0,1,3.3
9144,2120,421,353,2022-2023,3,0.3,2,0.2,2,0.3,5,0.2,5,5,4,5,2.9,6,1,2.9
9145,2053,460,349,2022-2023,4,0.3,1,0.2,5,0.3,1,0.2,5,5,1,3,3.1,1,1,3.1
9146,1457,440,334,2023-2024,3,0.3,1,0.2,2,0.3,4,0.2,3,3,1,2,2.5,6,1,2.5
9147,1116,422,311,2024-2025,1,0.3,5,0.2,2,0.3,4,0.2,2,1,5,3,2.7,4,1,2.7
9148,1405,436,355,2022-2023,2,0.3,1,0.2,2,0.3,1,0.2,3,4,5,5,1.6,9,1,1.6
9149,1702,452,325,2024-2025,1,0.3,1,0.2,4,0.3,2,0.2,4,2,2,1,2.1,6,1,2.1
9150,2080,426,329,2020-2021,2,0.3,4,0.2,3,0.3,4,0.2,3,1,1,3,3.1,1,1,3.1
9151,1990,449,332,2024-2025,2,0.3,4,0.2,4,0.3,4,0.2,3,5,2,2,3.4,2,1,3.399999999999999
9152,1447,460,306,2024-2025,3,0.3,5,0.2,4,0.3,4,0.2,4,4,3,3,3.9,7,1,3.899999999999999
9153,1627,443,317,2020-2021,5,0.3,1,0.2,2,0.3,1,0.2,2,5,5,3,2.5,4,1,2.5
9154,1773,476,329,2023-2024,2,0.3,5,0.2,5,0.3,2,0.2,5,3,1,2,3.5,10,1,3.5
9155,2119,467,328,2024-2025,4,0.3,4,0.2,4,0.3,3,0.2,5,5,4,5,3.8,0,1,3.8
9156,1476,473,359,2020-2021,5,0.3,4,0.2,5,0.3,4,0.2,3,1,5,2,4.6,5,1,4.6
9157,1109,437,351,2022-2023,5,0.3,1,0.2,5,0.3,3,0.2,3,4,3,2,3.8,7,1,3.8
9158,1615,435,322,2021-2022,1,0.3,4,0.2,2,0.3,3,0.2,4,5,4,1,2.3,0,1,2.3
9159,1335,471,331,2022-2023,5,0.3,3,0.2,3,0.3,4,0.2,1,4,3,1,3.8,9,1,3.8
9160,1782,401,316,2023-2024,2,0.3,5,0.2,1,0.3,3,0.2,5,2,5,1,2.5,3,1,2.5
9161,1236,403,336,2022-2023,3,0.3,4,0.2,5,0.3,5,0.2,5,4,4,4,4.2,0,1,4.2
9162,1392,474,342,2024-2025,4,0.3,3,0.2,1,0.3,1,0.2,2,5,2,3,2.3,6,1,2.3
9163,1808,432,306,2023-2024,4,0.3,5,0.2,4,0.3,3,0.2,4,1,5,4,4.0,2,1,4.0
9164,1843,409,326,2021-2022,4,0.3,4,0.2,4,0.3,5,0.2,2,5,4,2,4.2,8,1,4.2
9165,1292,453,309,2022-2023,1,0.3,2,0.2,1,0.3,2,0.2,5,5,4,3,1.4,0,1,1.4
9166,1751,436,337,2023-2024,5,0.3,3,0.2,4,0.3,4,0.2,4,1,3,2,4.1,6,1,4.1
9167,2154,444,319,2020-2021,3,0.3,3,0.2,2,0.3,3,0.2,2,1,4,4,2.7,2,1,2.7
9168,1362,468,340,2021-2022,1,0.3,5,0.2,1,0.3,1,0.2,3,5,2,5,1.8,0,1,1.8
9169,1728,432,355,2023-2024,1,0.3,5,0.2,2,0.3,1,0.2,3,1,3,3,2.1,6,1,2.1
9170,1081,405,360,2020-2021,5,0.3,4,0.2,5,0.3,4,0.2,5,2,2,2,4.6,1,1,4.6
9171,1558,416,360,2022-2023,3,0.3,2,0.2,3,0.3,1,0.2,4,3,5,3,2.4,2,1,2.4
9172,1191,423,331,2023-2024,4,0.3,4,0.2,5,0.3,4,0.2,5,2,2,2,4.3,3,1,4.3
9173,1317,403,306,2024-2025,3,0.3,4,0.2,5,0.3,3,0.2,3,3,3,4,3.8,6,1,3.8
9174,2179,447,304,2023-2024,4,0.3,1,0.2,4,0.3,2,0.2,3,1,1,2,3.0,1,1,3.0
9175,1504,424,341,2023-2024,5,0.3,3,0.2,1,0.3,4,0.2,3,2,2,3,3.2,10,1,3.2
9176,1880,409,309,2020-2021,4,0.3,3,0.2,3,0.3,3,0.2,2,5,3,4,3.3,7,1,3.3
9177,1107,410,356,2024-2025,2,0.3,4,0.2,3,0.3,3,0.2,5,5,2,5,2.9,9,1,2.9
9178,1435,444,357,2022-2023,1,0.3,3,0.2,2,0.3,3,0.2,2,3,4,2,2.1,8,1,2.1
9179,1174,432,351,2024-2025,4,0.3,1,0.2,4,0.3,5,0.2,3,4,3,1,3.6,3,1,3.6
9180,1181,465,356,2022-2023,3,0.3,1,0.2,4,0.3,3,0.2,1,3,5,2,2.9,10,1,2.9
9181,1552,454,346,2022-2023,3,0.3,1,0.2,3,0.3,3,0.2,1,2,1,4,2.6,9,1,2.6
9182,1715,476,330,2021-2022,1,0.3,4,0.2,1,0.3,1,0.2,4,2,3,2,1.6,0,1,1.6
9183,1559,449,320,2021-2022,2,0.3,1,0.2,3,0.3,5,0.2,5,3,3,2,2.7,8,1,2.7
9184,1126,475,311,2021-2022,1,0.3,3,0.2,3,0.3,1,0.2,1,5,3,1,2.0,7,1,2.0
9185,1701,425,338,2020-2021,5,0.3,4,0.2,2,0.3,1,0.2,1,2,3,2,3.1,2,1,3.1
9186,1052,443,344,2022-2023,5,0.3,2,0.2,4,0.3,2,0.2,3,3,4,2,3.5,8,1,3.5
9187,1788,445,347,2023-2024,3,0.3,5,0.2,4,0.3,3,0.2,5,2,2,5,3.7,3,1,3.7
9188,1147,404,338,2022-2023,5,0.3,5,0.2,3,0.3,2,0.2,1,5,5,5,3.8,5,1,3.8
9189,1383,468,355,2020-2021,4,0.3,5,0.2,4,0.3,5,0.2,5,3,4,2,4.4,8,1,4.4
9190,1407,402,344,2020-2021,2,0.3,5,0.2,4,0.3,5,0.2,5,5,5,4,3.8,5,1,3.8
9191,1037,458,349,2022-2023,5,0.3,5,0.2,3,0.3,4,0.2,3,4,2,3,4.2,10,1,4.2
9192,1321,458,307,2024-2025,4,0.3,4,0.2,1,0.3,2,0.2,5,4,3,5,2.7,7,1,2.7
9193,1066,417,303,2023-2024,3,0.3,1,0.2,5,0.3,5,0.2,3,2,1,3,3.6,6,1,3.6
9194,1427,475,302,2023-2024,5,0.3,1,0.2,4,0.3,3,0.2,3,5,3,4,3.5,7,1,3.5
9195,1306,439,341,2022-2023,2,0.3,5,0.2,2,0.3,1,0.2,3,1,4,2,2.4,10,1,2.4
9196,2109,480,348,2020-2021,1,0.3,5,0.2,4,0.3,1,0.2,1,1,2,1,2.7,3,1,2.7
9197,1148,451,340,2022-2023,4,0.3,4,0.2,2,0.3,5,0.2,2,4,1,4,3.6,6,1,3.6
9198,1060,463,345,2024-2025,4,0.3,3,0.2,4,0.3,1,0.2,2,3,2,4,3.2,5,1,3.2
9199,2114,432,307,2021-2022,4,0.3,3,0.2,2,0.3,1,0.2,1,1,1,4,2.6,1,1,2.6
9200,1677,421,337,2020-2021,5,0.3,2,0.2,2,0.3,1,0.2,1,4,3,1,2.7,6,1,2.7
9201,2127,449,302,2022-2023,4,0.3,3,0.2,2,0.3,1,0.2,2,5,2,1,2.6,6,1,2.6
9202,1616,449,354,2022-2023,4,0.3,2,0.2,2,0.3,2,0.2,3,4,1,1,2.6,6,1,2.6
9203,1931,431,332,2023-2024,1,0.3,4,0.2,1,0.3,4,0.2,5,5,5,2,2.2,1,1,2.2
9204,1081,408,330,2021-2022,3,0.3,1,0.2,5,0.3,1,0.2,5,1,5,3,2.8,7,1,2.8
9205,1195,459,304,2022-2023,5,0.3,5,0.2,1,0.3,1,0.2,4,3,4,4,3.0,5,1,3.0
9206,1922,476,302,2021-2022,5,0.3,3,0.2,4,0.3,3,0.2,2,4,4,3,3.9,10,1,3.9
9207,1171,403,353,2024-2025,5,0.3,3,0.2,4,0.3,5,0.2,5,5,5,2,4.3,7,1,4.3
9208,1645,421,314,2020-2021,5,0.3,3,0.2,5,0.3,4,0.2,5,1,3,3,4.4,3,1,4.4
9209,1541,479,353,2024-2025,2,0.3,3,0.2,2,0.3,1,0.2,2,1,4,1,2.0,0,1,2.0
9210,1716,444,317,2023-2024,1,0.3,2,0.2,4,0.3,4,0.2,3,2,5,4,2.7,4,1,2.7
9211,1286,444,306,2020-2021,1,0.3,4,0.2,2,0.3,5,0.2,4,2,2,1,2.7,3,1,2.7
9212,1973,423,325,2021-2022,3,0.3,5,0.2,2,0.3,1,0.2,2,1,5,1,2.7,4,1,2.7
9213,1880,411,307,2021-2022,5,0.3,1,0.2,5,0.3,5,0.2,3,5,1,3,4.2,4,1,4.2
9214,1952,462,309,2020-2021,2,0.3,1,0.2,4,0.3,3,0.2,1,2,4,1,2.6,6,1,2.6
9215,2088,413,355,2023-2024,5,0.3,1,0.2,1,0.3,5,0.2,4,4,2,3,3.0,2,1,3.0
9216,1992,426,353,2023-2024,1,0.3,3,0.2,2,0.3,4,0.2,1,1,1,4,2.3,0,1,2.3
9217,1888,436,327,2022-2023,4,0.3,5,0.2,4,0.3,5,0.2,1,3,4,2,4.4,5,1,4.4
9218,2166,443,313,2023-2024,5,0.3,3,0.2,4,0.3,5,0.2,3,2,3,2,4.3,5,1,4.3
9219,2194,473,341,2023-2024,4,0.3,4,0.2,4,0.3,5,0.2,4,2,5,3,4.2,1,1,4.2
9220,1330,432,343,2023-2024,4,0.3,4,0.2,1,0.3,2,0.2,1,1,3,1,2.7,9,1,2.7
9221,1720,413,340,2024-2025,3,0.3,1,0.2,4,0.3,1,0.2,4,2,2,2,2.5,0,1,2.5
9222,1690,476,327,2020-2021,3,0.3,4,0.2,4,0.3,2,0.2,1,3,5,3,3.3,10,1,3.3
9223,1188,451,309,2024-2025,2,0.3,2,0.2,5,0.3,3,0.2,1,4,2,5,3.1,8,1,3.1
9224,1110,425,302,2024-2025,1,0.3,3,0.2,4,0.3,4,0.2,5,1,3,1,2.9,10,1,2.9
9225,1562,473,314,2023-2024,5,0.3,2,0.2,3,0.3,2,0.2,2,3,4,5,3.2,0,1,3.2
9226,1510,437,332,2021-2022,5,0.3,4,0.2,4,0.3,5,0.2,3,3,1,4,4.5,7,1,4.5
9227,2006,438,316,2020-2021,4,0.3,2,0.2,1,0.3,5,0.2,5,4,3,4,2.9,4,1,2.9
9228,1801,468,316,2022-2023,2,0.3,5,0.2,2,0.3,2,0.2,5,4,1,5,2.6,10,1,2.6
